Account ID,Account Name,Package,Segment,Active paying account,HQ type,Agent Category,Agent Name,Agent Active,Agent Created At,Agent Updated At
65351c644892a1c2b05f9e34,AIR MGMT,pro,SME,true,,FINANCE,Unpaid reservation tracker,true,"Jun 15, 2026, 10:04:08 PM","Jun 15, 2026, 10:04:08 PM"
65351c644892a1c2b05f9e34,AIR MGMT,pro,SME,true,,OPERATIONS,Risky reservation detector,true,"Jun 15, 2026, 10:03:54 PM","Jun 15, 2026, 10:03:54 PM"
65351c644892a1c2b05f9e34,AIR MGMT,pro,SME,true,,OPERATIONS,Review to task dispatcher,true,"Jun 15, 2026, 10:03:42 PM","Jun 15, 2026, 10:03:42 PM"
65351c644892a1c2b05f9e34,AIR MGMT,pro,SME,true,,COMMUNICATIONS,Review response drafter,true,"Jun 15, 2026, 10:03:30 PM","Jun 15, 2026, 10:03:30 PM"
65351c644892a1c2b05f9e34,AIR MGMT,pro,SME,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 15, 2026, 10:02:35 PM","Jun 15, 2026, 10:02:35 PM"
65351c644892a1c2b05f9e34,AIR MGMT,pro,SME,true,,OPERATIONS,Inquiry expiry manager,true,"Jun 15, 2026, 10:02:29 PM","Jun 15, 2026, 10:02:29 PM"
65351c644892a1c2b05f9e34,AIR MGMT,pro,SME,true,,OPERATIONS,Calendar conflict detector,true,"Jun 15, 2026, 10:02:08 PM","Jun 15, 2026, 10:02:08 PM"
5aff29ca5e0f84006a37cb5d,Stay Awhile Villas,pro,SME,true,,OPERATIONS,Review to task dispatcher,true,"Jun 15, 2026, 9:39:25 PM","Jun 15, 2026, 9:39:25 PM"
5aff29ca5e0f84006a37cb5d,Stay Awhile Villas,pro,SME,true,,OPERATIONS,Risky reservation detector,true,"Jun 15, 2026, 9:38:50 PM","Jun 15, 2026, 9:38:50 PM"
5aff29ca5e0f84006a37cb5d,Stay Awhile Villas,pro,SME,true,,OWNER_RELATIONS,Owner payment details collector,true,"Jun 15, 2026, 9:37:55 PM","Jun 15, 2026, 9:37:55 PM"
5aff29ca5e0f84006a37cb5d,Stay Awhile Villas,pro,SME,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 15, 2026, 9:37:43 PM","Jun 15, 2026, 9:37:43 PM"
5aff29ca5e0f84006a37cb5d,Stay Awhile Villas,pro,SME,true,,OPERATIONS,Inquiry expiry manager,false,"Jun 15, 2026, 9:37:03 PM","Jul 2, 2026, 1:39:27 AM"
693592c67e6de65e769be230,Weston Holidays,pro,SMB,true,,OPERATIONS,Risky reservation detector,true,"Jun 15, 2026, 7:36:30 PM","Jun 15, 2026, 7:36:30 PM"
693592c67e6de65e769be230,Weston Holidays,pro,SMB,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 15, 2026, 7:35:22 PM","Jun 15, 2026, 7:35:22 PM"
692087d60cb25a3efd780f59,CJR Stays,pro,SMB,true,,FINANCE,Unpaid reservation tracker,true,"Jun 15, 2026, 6:59:06 PM","Jun 15, 2026, 6:59:06 PM"
692087d60cb25a3efd780f59,CJR Stays,pro,SMB,true,,OPERATIONS,Risky reservation detector,true,"Jun 15, 2026, 6:58:39 PM","Jun 15, 2026, 6:58:39 PM"
692087d60cb25a3efd780f59,CJR Stays,pro,SMB,true,,OPERATIONS,Review to task dispatcher,true,"Jun 15, 2026, 6:58:34 PM","Jun 15, 2026, 6:58:34 PM"
692087d60cb25a3efd780f59,CJR Stays,pro,SMB,true,,COMMUNICATIONS,Review response drafter,true,"Jun 15, 2026, 6:58:24 PM","Jun 15, 2026, 6:58:24 PM"
692087d60cb25a3efd780f59,CJR Stays,pro,SMB,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 15, 2026, 6:57:54 PM","Jun 15, 2026, 6:57:54 PM"
692087d60cb25a3efd780f59,CJR Stays,pro,SMB,true,,OPERATIONS,Inquiry expiry manager,true,"Jun 15, 2026, 6:57:47 PM","Jun 15, 2026, 6:57:47 PM"
692087d60cb25a3efd780f59,CJR Stays,pro,SMB,true,,OPERATIONS,Calendar conflict detector,true,"Jun 15, 2026, 6:57:39 PM","Jun 15, 2026, 6:57:39 PM"
68d6d384455d7fda436118ca,Scenic Stays,enterprise,Enterprise,true,,FINANCE,Unpaid reservation tracker,true,"Jun 15, 2026, 3:15:42 PM","Jul 7, 2026, 4:45:42 PM"
68d6d384455d7fda436118ca,Scenic Stays,enterprise,Enterprise,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 15, 2026, 3:11:11 PM","Jul 7, 2026, 4:45:17 PM"
68d6d384455d7fda436118ca,Scenic Stays,enterprise,Enterprise,true,,OPERATIONS,Calendar conflict detector,true,"Jun 15, 2026, 3:10:50 PM","Jul 7, 2026, 4:44:16 PM"
5cf3120c0f6abc001ff04f2e,Hello Host,pro,Mid-Market,true,,OPERATIONS,Review to task dispatcher,true,"Jun 15, 2026, 3:31:46 AM","Jun 15, 2026, 3:31:46 AM"
5cf3120c0f6abc001ff04f2e,Hello Host,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jun 15, 2026, 3:31:12 AM","Jun 15, 2026, 3:31:12 AM"
5cf3120c0f6abc001ff04f2e,Hello Host,pro,Mid-Market,true,,COMMUNICATIONS,Review response drafter,true,"Jun 15, 2026, 3:30:57 AM","Jun 15, 2026, 3:30:57 AM"
5cf3120c0f6abc001ff04f2e,Hello Host,pro,Mid-Market,true,,FINANCE,Unpaid reservation tracker,true,"Jun 15, 2026, 3:30:40 AM","Jun 15, 2026, 3:30:40 AM"
5cf3120c0f6abc001ff04f2e,Hello Host,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jun 15, 2026, 3:30:26 AM","Jun 15, 2026, 3:30:26 AM"
5cf3120c0f6abc001ff04f2e,Hello Host,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jun 15, 2026, 3:30:08 AM","Jun 15, 2026, 3:30:08 AM"
5cf3120c0f6abc001ff04f2e,Hello Host,pro,Mid-Market,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 15, 2026, 3:29:46 AM","Jun 15, 2026, 3:29:46 AM"
60b4ed00a32033002e44e4e2,RSB Living / Management,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,false,"Jun 10, 2026, 7:19:16 PM","Jun 14, 2026, 8:47:57 PM"
60b4ed00a32033002e44e4e2,RSB Living / Management,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jun 10, 2026, 7:16:01 PM","Jun 10, 2026, 7:16:01 PM"
60b4ed00a32033002e44e4e2,RSB Living / Management,pro,Mid-Market,true,,FINANCE,Security deposit extender,true,"Jun 10, 2026, 7:15:26 PM","Jun 10, 2026, 7:15:26 PM"
60b4ed00a32033002e44e4e2,RSB Living / Management,pro,Mid-Market,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 10, 2026, 7:15:10 PM","Jun 10, 2026, 7:15:10 PM"
60b4ed00a32033002e44e4e2,RSB Living / Management,pro,Mid-Market,true,,COMMUNICATIONS,Review response drafter,true,"Jun 10, 2026, 7:14:25 PM","Jun 10, 2026, 7:14:25 PM"
60b4ed00a32033002e44e4e2,RSB Living / Management,pro,Mid-Market,true,,OPERATIONS,Review to task dispatcher,true,"Jun 10, 2026, 7:13:59 PM","Jun 10, 2026, 7:13:59 PM"
60b4ed00a32033002e44e4e2,RSB Living / Management,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,false,"Jun 10, 2026, 7:13:31 PM","Jun 14, 2026, 8:48:45 PM"
60b4ed00a32033002e44e4e2,RSB Living / Management,pro,Mid-Market,true,,FINANCE,Unpaid reservation tracker,true,"Jun 10, 2026, 7:13:16 PM","Jun 10, 2026, 7:13:16 PM"
63991db67ee89b004e196515,Soulfull Stayz,pro,SMB,true,,OPERATIONS,Risky reservation detector,true,"Jun 10, 2026, 12:00:52 PM","Jun 10, 2026, 12:00:52 PM"
63991db67ee89b004e196515,Soulfull Stayz,pro,SMB,true,,OPERATIONS,Calendar conflict detector,true,"Jun 10, 2026, 12:00:20 PM","Jun 10, 2026, 12:00:20 PM"
63991db67ee89b004e196515,Soulfull Stayz,pro,SMB,true,,OPERATIONS,Inquiry expiry manager,true,"Jun 10, 2026, 12:00:09 PM","Jun 10, 2026, 12:00:09 PM"
63991db67ee89b004e196515,Soulfull Stayz,pro,SMB,true,,OWNER_RELATIONS,Owner payment details collector,false,"Jun 10, 2026, 11:59:41 AM","Jun 20, 2026, 2:28:24 AM"
63991db67ee89b004e196515,Soulfull Stayz,pro,SMB,true,,FINANCE,Unpaid reservation tracker,true,"Jun 10, 2026, 11:58:58 AM","Jun 10, 2026, 11:58:58 AM"
62b337033513aa00347a2410,Jeff Nisius,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jun 10, 2026, 2:04:09 AM","Jun 10, 2026, 2:04:09 AM"
5f3a7d87949020002db896dc,Curated Property,pro,Mid-Market,true,,FINANCE,Unpaid reservation tracker,true,"Jun 5, 2026, 7:25:05 PM","Jun 5, 2026, 7:25:05 PM"
5f3a7d87949020002db896dc,Curated Property,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jun 5, 2026, 7:24:39 PM","Jun 5, 2026, 7:24:39 PM"
5f3a7d87949020002db896dc,Curated Property,pro,Mid-Market,true,,OPERATIONS,Review to task dispatcher,true,"Jun 5, 2026, 7:24:21 PM","Jun 5, 2026, 7:24:21 PM"
5f3a7d87949020002db896dc,Curated Property,pro,Mid-Market,true,,COMMUNICATIONS,Review response drafter,true,"Jun 5, 2026, 7:24:10 PM","Jun 5, 2026, 7:24:10 PM"
5f3a7d87949020002db896dc,Curated Property,pro,Mid-Market,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 5, 2026, 7:23:07 PM","Jun 5, 2026, 7:23:07 PM"
5f3a7d87949020002db896dc,Curated Property,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jun 5, 2026, 7:22:56 PM","Jun 5, 2026, 7:22:56 PM"
5f3a7d87949020002db896dc,Curated Property,pro,Mid-Market,true,,OPERATIONS,Calendar conflict detector,true,"Jun 5, 2026, 7:22:21 PM","Jun 5, 2026, 7:22:21 PM"
573b8b688e31d30e0035418f,Bijou Getaways,pro,Mid-Market,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 3, 2026, 8:24:40 PM","Jun 3, 2026, 8:24:40 PM"
573b8b688e31d30e0035418f,Bijou Getaways,pro,Mid-Market,true,,FINANCE,Unpaid reservation tracker,true,"Jun 3, 2026, 8:24:28 PM","Jun 3, 2026, 8:24:28 PM"
573b8b688e31d30e0035418f,Bijou Getaways,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jun 3, 2026, 8:24:15 PM","Jun 3, 2026, 8:24:15 PM"
573b8b688e31d30e0035418f,Bijou Getaways,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jun 3, 2026, 8:23:58 PM","Jun 3, 2026, 8:23:58 PM"
573b8b688e31d30e0035418f,Bijou Getaways,pro,Mid-Market,true,,COMMUNICATIONS,Review response drafter,true,"Jun 3, 2026, 8:23:36 PM","Jun 3, 2026, 8:23:36 PM"
62b337033513aa00347a2410,Jeff Nisius,pro,Mid-Market,true,,COMMUNICATIONS,Review response drafter,true,"Jun 3, 2026, 6:39:51 PM","Jun 3, 2026, 6:39:51 PM"
62b337033513aa00347a2410,Jeff Nisius,pro,Mid-Market,true,,FINANCE,Security deposit extender,true,"Jun 2, 2026, 2:38:39 AM","Jun 2, 2026, 2:38:39 AM"
62b337033513aa00347a2410,Jeff Nisius,pro,Mid-Market,true,,OPERATIONS,Review to task dispatcher,true,"Jun 2, 2026, 2:37:43 AM","Jun 2, 2026, 2:37:43 AM"
62b337033513aa00347a2410,Jeff Nisius,pro,Mid-Market,true,,FINANCE,Unpaid reservation tracker,true,"Jun 1, 2026, 9:06:27 PM","Jun 1, 2026, 9:06:27 PM"
62b337033513aa00347a2410,Jeff Nisius,pro,Mid-Market,true,,OPERATIONS,Risky reservation detector,true,"Jun 1, 2026, 9:06:12 PM","Jun 1, 2026, 9:06:12 PM"
62b337033513aa00347a2410,Jeff Nisius,pro,Mid-Market,true,,COMMUNICATIONS,Negative review challenger,true,"Jun 1, 2026, 9:05:26 PM","Jun 8, 2026, 3:14:02 PM"
62b337033513aa00347a2410,Jeff Nisius,pro,Mid-Market,true,,OPERATIONS,Inquiry expiry manager,true,"Jun 1, 2026, 9:05:04 PM","Jun 1, 2026, 9:05:04 PM"
66e0538243d84c7d87fb527f,emiliano Sofia,pro,SMB,true,,COMMUNICATIONS,Review response drafter,true,"May 27, 2026, 10:07:59 PM","May 27, 2026, 10:07:59 PM"
66f1a8e388a5fce1e7b84e47,Guesty Trial Account 4,pro,SMB,false,,OPERATIONS,Reservation readiness surfacer,true,"May 27, 2026, 5:31:38 PM","May 27, 2026, 5:31:38 PM"
692087d60cb25a3efd780f59,CJR Stays,pro,SMB,true,,FINANCE,Security deposit extender,true,"May 26, 2026, 10:16:38 PM","Jun 17, 2026, 8:20:15 PM"
669fd4375db8ecdd6b7e2916,Angelo Sturzebecher,pro,SMB,true,,FINANCE,Security deposit extender,false,"May 26, 2026, 9:10:07 PM","May 27, 2026, 2:11:53 PM"
